25.417,29.962,33.989,37.773,41.413,44.958,48.434,51.86,55.247,58.602,61.932,65.242,68.534,71.811,75.076,78.33,81.575,84.812,88.041,91.264,94.481,97.692,100.9,104.1,107.3,110.5,113.69,116.88,120.07,123.25,126.44,129.62,132.8,135.97,139.15,142.32,145.49,148.66,151.83,155,158.17,161.34,164.5,167.67,170.83,173.99,177.16,180.32,183.48,186.64,189.8,192.96,196.11,199.27,202.43,205.59,208.74,211.9,215.05,218.21,221.36,224.52,227.67,230.83,233.98,237.13,240.28,243.44,246.59,249.74,252.89,256.04,259.2,262.35,265.5,268.65,271.8,274.95,278.1,281.25,284.4,287.55,290.69,293.84,296.99,300.14,303.29,306.44,309.59,312.73,315.88,319.03,322.18,325.33,328.47,331.62,334.77,337.91,341.06,344.21
26.494,31.088,35.151,38.964,42.629,46.194,49.689,53.131,56.531,59.9,63.242,66.562,69.864,73.15,76.423,79.685,82.937,86.18,89.416,92.644,95.867,99.084,102.3,105.5,108.71,111.91,115.1,118.3,121.49,124.68,127.86,131.05,134.23,137.41,140.59,143.76,146.94,150.11,153.28,156.45,159.62,162.79,165.96,169.13,172.29,175.46,178.62,181.78,184.95,188.11,191.27,194.43,197.59,200.75,203.91,207.07,210.22,213.38,216.54,219.69,222.85,226,229.16,232.31,235.47,238.62,241.78,244.93,248.08,251.24,254.39,257.54,260.69,263.84,266.99,270.15,273.3,276.45,279.6,282.75,285.9,289.05,292.2,295.35,298.5,301.65,304.8,307.95,311.09,314.24,317.39,320.54,323.69,326.84,329.98,333.13,336.28,339.43,342.58,345.72
27.568,32.211,36.309,40.151,43.839,47.425,50.938,54.395,57.81,61.192,64.545,67.876,71.188,74.483,77.765,81.034,84.293,87.543,90.785,94.02,97.248,100.47,103.69,106.9,110.11,113.31,116.51,119.71,122.91,126.1,129.29,132.47,135.66,138.84,142.02,145.2,148.38,151.55,154.73,157.9,161.07,164.24,167.41,170.58,173.75,176.92,180.08,183.25,186.41,189.57,192.74,195.9,199.06,202.22,205.38,208.54,211.7,214.86,218.02,221.17,224.33,227.49,230.64,233.8,236.95,240.11,243.26,246.42,249.57,252.73,255.88,259.03,262.19,265.34,268.49,271.64,274.79,277.95,281.1,284.25,287.4,290.55,293.7,296.85,300,303.15,306.3,309.45,312.6,315.75,318.9,322.05,325.2,328.34,331.49,334.64,337.79,340.94,344.09,347.23
28.64,33.33,37.464,41.333,45.045,48.651,52.182,55.655,59.084,62.478,65.843,69.185,72.506,75.811,79.101,82.378,85.644,88.901,92.149,95.39,98.624,101.85,105.07,108.29,111.5,114.71,117.92,121.12,124.32,127.51,130.7,133.89,137.08,140.27,143.45,146.63,149.81,152.99,156.17,159.34,162.52,165.69,168.86,172.03,175.2,178.37,181.54,184.71,187.87,191.04,194.2,197.36,200.53,203.69,206.85,210.01,213.17,216.33,219.49,222.65,225.81,228.97,232.12,235.28,238.44,241.59,244.75,247.9,251.06,254.21,257.37,260.52,263.68,266.83,269.98,273.14,276.29,279.44,282.59,285.74,288.9,292.05,295.2,298.35,301.5,304.65,307.8,310.95,314.1,317.25,320.4,323.55,326.7,329.85,333,336.15,339.3,342.45,345.6,348.74
29.711,34.447,38.615,42.512,46.247,49.873,53.421,56.91,60.353,63.76,67.136,70.488,73.82,77.133,80.432,83.717,86.99,90.254,93.508,96.755,99.994,103.23,106.45,109.68,112.89,116.11,119.32,122.52,125.72,128.92,132.12,135.31,138.5,141.69,144.88,148.06,151.25,154.43,157.61,160.78,163.96,167.14,170.31,173.48,176.65,179.82,182.99,186.16,189.33,192.5,195.66,198.83,201.99,205.15,208.32,211.48,214.64,217.8,220.96,224.12,227.28,230.44,233.6,236.76,239.92,243.07,246.23,249.39,252.54,255.7,258.85,262.01,265.16,268.32,271.47,274.63,277.78,280.93,284.09,287.24,290.39,293.54,296.7,299.85,303,306.15,309.3,312.45,315.6,318.75,321.9,325.05,328.2,331.35,334.5,337.65,340.8,343.95,347.1,350.25
30.779,35.561,39.762,43.686,47.444,51.09,54.655,58.16,61.617,65.036,68.424,71.787,75.128,78.451,81.757,85.05,88.331,91.602,94.863,98.115,101.36,104.6,107.83,111.06,114.28,117.5,120.71,123.92,127.13,130.33,133.53,136.72,139.92,143.11,146.3,149.49,152.67,155.86,159.04,162.22,165.4,168.57,171.75,174.93,178.1,181.27,184.44,187.61,190.78,193.95,197.12,200.29,203.45,206.62,209.78,212.95,216.11,219.27,222.43,225.59,228.75,231.92,235.07,238.23,241.39,244.55,247.71,250.87,254.02,257.18,260.34,263.49,266.65,269.8,272.96,276.11,279.27,282.42,285.58,288.73,291.88,295.04,298.19,301.34,304.49,307.65,310.8,313.95,317.1,320.25,323.4,326.55,329.7,332.86,336.01,339.16,342.31,345.46,348.61,351.76
31.846,36.672,40.906,44.857,48.637,52.303,55.885,59.405,62.876,66.308,69.708,73.081,76.432,79.763,83.078,86.379,89.667,92.945,96.212,99.471,102.72,105.97,109.2,112.43,115.66,118.88,122.1,125.31,128.52,131.73,134.93,138.13,141.33,144.53,147.72,150.91,154.1,157.28,160.47,163.65,166.83,170.01,173.19,176.37,179.54,182.72,185.89,189.06,192.23,195.4,198.57,201.74,204.91,208.08,211.24,214.41,217.57,220.74,223.9,227.06,230.22,233.38,236.55,239.71,242.87,246.03,249.18,252.34,255.5,258.66,261.82,264.97,268.13,271.29,274.44,277.6,280.75,283.91,287.06,290.22,293.37,296.53,299.68,302.83,305.99,309.14,312.29,315.44,318.6,321.75,324.9,328.05,331.2,334.35,337.51,340.66,343.81,346.96,350.11,353.26
32.911,37.78,42.047,46.024,49.826,53.511,57.111,60.646,64.131,67.575,70.987,74.37,77.731,81.071,84.395,87.703,90.999,94.283,97.557,100.82,104.08,107.33,110.57,113.81,117.04,120.26,123.49,126.7,129.92,133.13,136.33,139.54,142.74,145.94,149.13,152.33,155.52,158.71,161.89,165.08,168.26,171.44,174.62,177.8,180.98,184.16,187.33,190.51,193.68,196.85,200.02,203.19,206.36,209.53,212.7,215.87,219.03,222.2,225.36,228.53,231.69,234.85,238.01,241.18,244.34,247.5,250.66,253.82,256.98,260.14,263.29,266.45,269.61,272.77,275.92,279.08,282.24,285.39,288.55,291.7,294.86,298.01,301.17,304.32,307.48,310.63,313.78,316.94,320.09,323.24,326.39,329.55,332.7,335.85,339,342.15,345.3,348.46,351.61,354.76
33.975,38.887,43.185,47.188,51.012,54.716,58.333,61.883,65.381,68.838,72.261,75.655,79.025,82.375,85.707,89.023,92.326,95.617,98.898,102.17,105.43,108.69,111.93,115.18,118.41,121.64,124.87,128.09,131.31,134.52,137.73,140.94,144.14,147.34,150.54,153.74,156.93,160.12,163.31,166.5,169.69,172.87,176.05,179.24,182.42,185.59,188.77,191.95,195.12,198.3,201.47,204.64,207.81,210.98,214.15,217.32,220.49,223.65,226.82,229.99,233.15,236.32,239.48,242.64,245.8,248.97,252.13,255.29,258.45,261.61,264.77,267.93,271.09,274.24,277.4,280.56,283.72,286.87,290.03,293.19,296.34,299.5,302.65,305.81,308.96,312.12,315.27,318.43,321.58,324.73,327.89,331.04,334.19,337.34,340.5,343.65,346.8,349.95,353.1,356.26
35.037,39.991,44.32,48.348,52.195,55.917,59.551,63.116,66.628,70.097,73.531,76.936,80.316,83.674,87.015,90.339,93.649,96.947,100.23,103.51,106.78,110.04,113.29,116.54,119.78,123.02,126.25,129.47,132.69,135.91,139.12,142.33,145.54,148.75,151.95,155.15,158.34,161.54,164.73,167.92,171.11,174.3,177.48,180.67,183.85,187.03,190.21,193.39,196.56,199.74,202.91,206.09,209.26,212.43,215.6,218.77,221.94,225.11,228.28,231.44,234.61,237.78,240.94,244.11,247.27,250.43,253.59,256.76,259.92,263.08,266.24,269.4,272.56,275.72,278.88,282.04,285.2,288.35,291.51,294.67,297.82,300.98,304.14,307.29,310.45,313.6,316.76,319.91,323.07,326.22,329.38,332.53,335.68,338.84,341.99,345.14,348.29,351.45,354.6,357.75
36.098,41.093,45.453,49.506,53.374,57.115,60.765,64.345,67.871,71.352,74.797,78.212,81.602,84.97,88.318,91.65,94.968,98.273,101.57,104.85,108.12,111.39,114.65,117.9,121.15,124.39,127.62,130.85,134.08,137.3,140.51,143.73,146.94,150.15,153.35,156.55,159.75,162.95,166.15,169.34,172.53,175.72,178.91,182.09,185.28,188.46,191.64,194.82,198,201.18,204.35,207.53,210.7,213.88,217.05,220.22,223.39,226.56,229.73,232.9,236.07,239.23,242.4,245.57,248.73,251.9,255.06,258.22,261.39,264.55,267.71,270.87,274.03,277.19,280.35,283.51,286.67,289.83,292.99,296.15,299.3,302.46,305.62,308.77,311.93,315.09,318.24,321.4,324.55,327.71,330.86,334.02,337.17,340.33,343.48,346.63,349.79,352.94,356.09,359.24
37.158,42.193,46.583,50.661,54.55,58.31,61.976,65.571,69.109,72.603,76.06,79.485,82.884,86.261,89.618,92.958,96.283,99.595,102.89,106.18,109.46,112.74,116,119.26,122.51,125.75,128.99,132.22,135.45,138.68,141.9,145.12,148.33,151.54,154.75,157.96,161.16,164.36,167.56,170.75,173.95,177.14,180.33,183.52,186.7,189.89,193.07,196.25,199.43,202.61,205.79,208.97,212.15,215.32,218.49,221.67,224.84,228.01,231.18,234.35,237.52,240.69,243.86,247.02,250.19,253.36,256.52,259.69,262.85,266.01,269.18,272.34,275.5,278.66,281.82,284.98,288.14,291.3,294.46,297.62,300.78,303.94,307.1,310.25,313.41,316.57,319.72,322.88,326.04,329.19,332.35,335.5,338.66,341.81,344.97,348.12,351.28,354.43,357.58,360.74
38.217,43.291,47.711,51.813,55.723,59.501,63.183,66.793,70.345,73.851,77.318,80.754,84.163,87.548,90.914,94.262,97.594,100.91,104.22,107.52,110.8,114.08,117.35,120.61,123.86,127.11,130.36,133.59,136.83,140.06,143.28,146.5,149.72,152.93,156.15,159.35,162.56,165.76,168.96,172.16,175.36,178.55,181.74,184.94,188.12,191.31,194.5,197.68,200.86,204.05,207.23,210.41,213.58,216.76,219.94,223.11,226.29,229.46,232.63,235.8,238.97,242.14,245.31,248.48,251.65,254.81,257.98,261.15,264.31,267.48,270.64,273.8,276.97,280.13,283.29,286.45,289.61,292.77,295.93,299.09,302.25,305.41,308.57,311.73,314.89,318.05,321.2,324.36,327.52,330.67,333.83,336.99,340.14,343.3,346.45,349.61,352.76,355.92,359.07,362.23
39.274,44.387,48.836,52.963,56.893,60.689,64.387,68.011,71.577,75.094,78.573,82.019,85.438,88.832,92.206,95.561,98.901,102.23,105.54,108.84,112.13,115.42,118.69,121.96,125.22,128.47,131.72,134.96,138.2,141.43,144.66,147.89,151.11,154.32,157.54,160.75,163.96,167.16,170.37,173.57,176.77,179.96,183.16,186.35,189.54,192.73,195.92,199.11,202.29,205.48,208.66,211.84,215.02,218.2,221.37,224.55,227.73,230.9,234.08,237.25,240.42,243.59,246.76,249.93,253.1,256.27,259.44,262.6,265.77,268.94,272.1,275.27,278.43,281.59,284.76,287.92,291.08,294.24,297.4,300.57,303.73,306.89,310.05,313.2,316.36,319.52,322.68,325.84,329,332.15,335.31,338.47,341.62,344.78,347.94,351.09,354.25,357.4,360.56,363.71
40.33,45.482,49.959,54.11,58.06,61.874,65.588,69.227,72.805,76.335,79.825,83.281,86.709,90.112,93.494,96.858,100.2,103.54,106.86,110.17,113.46,116.75,120.03,123.3,126.57,129.83,133.08,136.33,139.57,142.8,146.04,149.26,152.49,155.71,158.93,162.14,165.35,168.56,171.77,174.97,178.17,181.37,184.57,187.77,190.96,194.15,197.34,200.53,203.72,206.9,210.09,213.27,216.45,219.63,222.81,225.99,229.17,232.34,235.52,238.69,241.87,245.04,248.21,251.38,254.55,257.72,260.89,264.06,267.23,270.39,273.56,276.73,279.89,283.06,286.22,289.38,292.55,295.71,298.87,302.03,305.2,308.36,311.52,314.68,317.84,321,324.16,327.31,330.47,333.63,336.79,339.95,343.1,346.26,349.42,352.57,355.73,358.89,362.04,365.2
