0.42353,0,0.42353
0.43137,0,0.43137
0.43922,0,0.44314
0.44314,0,0.45098
0.44706,0,0.45882
0.45098,0,0.46667
0.45882,0,0.47451
0.46275,0,0.48235
0.47059,0,0.49412
0.47059,0,0.49804
0.47843,0,0.5098
0.48235,0,0.51373
0.48627,0,0.52157
0.4902,0,0.52941
0.49412,0,0.53725
0.50196,0,0.54902
0.50196,0,0.55294
0.50588,0,0.55686
0.50588,0,0.56471
0.51373,0,0.57255
0.51373,0,0.58039
0.52157,0,0.58824
0.52157,0,0.59608
0.52157,0,0.6
0.52549,0,0.61176
0.52941,0,0.61569
0.53333,0,0.62745
0.53333,0,0.62745
0.53725,0,0.63529
0.53725,0,0.64314
0.54118,0,0.65098
0.54118,0,0.65882
0.5451,0,0.66667
0.5451,0,0.67451
0.5451,0,0.67843
0.54902,0,0.68235
0.54902,0,0.6902
0.54902,0,0.69804
0.55294,0,0.70588
0.55294,0,0.71373
0.55294,0,0.71765
0.55294,0,0.72549
0.55294,0,0.73333
0.55686,0,0.73725
0.55686,0,0.7451
0.55686,0,0.74902
0.55686,0,0.75686
0.55686,0,0.76471
0.55686,0,0.77255
0.56078,0,0.77647
0.56078,0,0.78431
0.55294,0,0.78824
0.55294,0,0.79608
0.55686,0,0.8
0.55686,0,0.80784
0.55294,0,0.81176
0.54902,0,0.81961
0.55294,0,0.82353
0.55294,0,0.83137
0.54902,0,0.83922
0.54902,0,0.84706
0.5451,0,0.85098
0.5451,0,0.8549
0.54118,0,0.86275
0.53725,0,0.86667
0.53725,0,0.87059
0.53725,0,0.88235
0.53725,0,0.8902
0.53333,0,0.89412
0.52941,0,0.89804
0.52549,0,0.90196
0.52549,0,0.9098
0.52157,0,0.91373
0.51765,0,0.92549
0.5098,0,0.92549
0.51373,0,0.93333
0.50588,0,0.93725
0.50588,0,0.94118
0.50196,0,0.94902
0.49804,0,0.95686
0.49412,0,0.96078
0.4902,0,0.96863
0.48235,0,0.97255
0.48235,0,0.97647
0.47843,0,0.98431
0.46667,0,0.98824
0.46275,0,0.99216
0.46275,0,1
0.4549,0,1
0.44314,0,1
0.43922,0,1
0.43137,0,1
0.42353,0,1
0.41569,0,1
0.40784,0,1
0.39608,0,1
0.38824,0,1
0.38039,0,1
0.37255,0,1
0.36471,0,1
0.35686,0,1
0.34902,0,1
0.33725,0,1
0.32941,0,1
0.31765,0,1
0.31373,0,1
0.30196,0,1
0.29412,0,1
0.27843,0,1
0.27059,0,1
0.26667,0,1
0.2549,0,1
0.23922,0,1
0.23529,0,1
0.22353,0,1
0.20784,0,1
0.20392,0,1
0.19216,0,1
0.17647,0,1
0.16863,0,1
0.15294,0,1
0.14118,0,1
0.13333,0,1
0.11765,0,1
0.10196,0,1
0.090196,0,1
0.07451,0,1
0.062745,0,1
0.05098,0,1
0.035294,0,1
0.027451,0,1
0.019608,0,1
0.019608,0,1
0.023529,0.0078431,1
0.023529,0.031373,1
0.019608,0.054902,1
0.019608,0.07451,1
0.023529,0.10196,1
0.023529,0.11765,1
0.019608,0.13333,1
0.019608,0.14902,1
0.023529,0.16471,1
0.023529,0.18039,1
0.023529,0.19608,1
0.023529,0.20784,1
0.019608,0.22353,1
0.023529,0.23922,1
0.023529,0.24706,1
0.019608,0.25882,1
0.019608,0.27451,1
0.019608,0.28235,1
0.023529,0.29412,1
0.019608,0.3098,1
0.019608,0.31373,1
0.019608,0.32941,1
0.019608,0.33725,1
0.019608,0.34902,1
0.023529,0.36078,1
0.019608,0.37255,1
0.019608,0.38039,1
0.019608,0.39216,1
0.019608,0.4,1
0.019608,0.41176,1
0.019608,0.41961,1
0.019608,0.42745,1
0.019608,0.44314,1
0.019608,0.44706,1
0.019608,0.45882,1
0.019608,0.46667,1
0.019608,0.47843,1
0.019608,0.48627,1
0.015686,0.49412,1
0.019608,0.50588,1
0.019608,0.5098,1
0.019608,0.52549,1
0.019608,0.53333,1
0.015686,0.53725,1
0.019608,0.54902,1
0.015686,0.55294,1
0.019608,0.56863,1
0.019608,0.57255,1
0.019608,0.58431,1
0.015686,0.58824,1
0.015686,0.59608,1
0.019608,0.60784,1
0.015686,0.61569,1
0.019608,0.62353,1
0.015686,0.63137,1
0.015686,0.63922,1
0.015686,0.64706,1
0.015686,0.6549,1
0.015686,0.66275,1
0.015686,0.67059,1
0.015686,0.67843,1
0.015686,0.68627,1
0.015686,0.69412,1
0.015686,0.70196,1
0.015686,0.70588,1
0.019608,0.71765,1
0.015686,0.72157,1
0.015686,0.72941,1
0.015686,0.73725,1
0.015686,0.7451,1
0.015686,0.75294,1
0.015686,0.75686,1
0.019608,0.76863,1
0.015686,0.77647,1
0.015686,0.78039,1
0.015686,0.78824,1
0.011765,0.79216,1
0.015686,0.80392,1
0.015686,0.80784,1
0.011765,0.81569,1
0.015686,0.82353,1
0.015686,0.83137,1
0.015686,0.83529,1
0.015686,0.84314,1
0.011765,0.85098,1
0.015686,0.85882,1
0.011765,0.86275,1
0.015686,0.87451,1
0.015686,0.88235,1
0.015686,0.88627,1
0.011765,0.89412,1
0.011765,0.89804,1
0.011765,0.90588,1
0.015686,0.91373,1
0.011765,0.91765,1
0.011765,0.92941,1
0.011765,0.93333,1
0.015686,0.94118,1
0.011765,0.9451,1
0.015686,0.95294,1
0.011765,0.96078,1
0.011765,0.96471,1
0.011765,0.97255,1
0.011765,0.98039,1
0.011765,0.98824,1
0.011765,0.99216,1
0.011765,1,1
0.011765,1,0.98824
0.011765,1,0.97255
0.0078431,1,0.95294
0.0078431,1,0.94118
0.0078431,1,0.92157
0.0078431,1,0.90588
0.0078431,1,0.8902
0.0078431,1,0.87451
0.0078431,1,0.85882
0.0039216,1,0.83922
0.0039216,1,0.81961
0.0039216,1,0.80392
0,1,0.78824
0,1,0.76863
0,1,0.74902
0,1,0.72941
0,1,0.71373
0,1,0.69804
0,1,0.67451
0,1,0.6549
0,1,0.63529
0,1,0.61176
0,1,0.59608
0,1,0.57647
0,1,0.55294
0,1,0.52941
0,1,0.51373
0,1,0.48627
0,1,0.46667
0,1,0.43922
0,1,0.41961
0,1,0.39216
0,1,0.36471
0,1,0.34118
0,1,0.31765
0,1,0.28627
0,1,0.2549
0,1,0.22745
0,1,0.18824
0,1,0.15686
0,1,0.11765
0,1,0.07451
0,1,0.019608
0,1,0
0,1,0
0.0078431,1,0
0.023529,1,0
0.039216,1,0
0.05098,1,0
0.070588,1,0
0.082353,1,0
0.098039,1,0
0.1098,1,0
0.12157,1,0
0.13333,1,0
0.1451,1,0
0.15686,1,0
0.16471,1,0
0.17255,1,0
0.18824,1,0
